나레이션,(재생 버튼을 누르고 진행률 바를 드래그했다.)
옐로우존 난민 A,"저기요, 여기 상황 인터넷에 올리실 건가요? 제발 제 말 좀 전하게 해 주실 수 있나요?"
옐로우존 난민 A,"감사합니다, 정말 감사합니다, 그럼 말할게요..."
옐로우존 난민 A,"엄마, 쿨럭쿨럭, 죄송해요. 왼쪽 다리를 잃어버려서, 헤헤헤, 제시간에 집에 가서 생일 축하 못 해줄 것 같아요, 미안해요 히히히."
옐로우존 난민 A,"그거 빼곤 다 괜찮아요, 아직 살아 있고, 지금 밥도 먹고 있어요... 조만간 절 집으로 데려다준다는 사람도 생겼어요."
옐로우존 난민 A,저 올 때까지 꼭 기다려주세요!
나레이션,(다음 클립)
옐로우존 난민 B,"으흐흐흑... 안톤 바보 자식, 어떻게 그렇게 허무하게 죽어버릴 수가 있냐고!"
옐로우존 난민 B,"아는 사람도 하나 없는데, 내가 옐로우존에서 일자리를 구하는 게 아니라고 했지! 왜 나만 이렇게 재수가 없는 거야, 왜 이런 끔찍한 일이 나한테만 일어나는 거냐고!?"
옐로우존 난민 B,"집에 가고 싶어, 집으로 돌아가고 싶다고!"
나레이션,(다음 클립)
옐로우존 난민 C,"레흐, 마이크, 리사, 다들 걱정하지 마라, 뉴스에서 떠드는 소리 믿지 말고."
옐로우존 난민 C,"우린 다 잘 지낸단다, 전쟁은 우리 마을 근처에도 오지 않았어. 너희들은 걱정 말고 절대 돌아올 생각 마라. 위성 도시에서 일자리 구하기가 어디 그리 쉽니..."
옐로우존 난민 C,엄마 아빠는 언제나 널 사랑한단다.
나레이션,(다음 클립)
옐로우존 난민 D,"아빠, 엄마, 안녕..."
나레이션,(진행률 바를 드래그했다.)
비익기병대,누가 우리가 졌다고 그래? 놈들이 벼랑마을을 쳤나? 아니면 투어를 빼앗겼나? 모코쉬도 매그니 시큐리티의 멍청한 놈들이 점령한 게 아니라고.
비익기병대,"우린 계속 싸울 거야. 대장들이 포기하지 않는 한, 비익기병대는 영원히 고통받는 옐로우존 사람들을 위해 싸울 거라고."
비익기병대,"덤으로 비밀 하나 알려줄게... 우리 대장님이 어제도 지휘관이랑 회의하셨거든, 우리 곧 반격에 나설 거야. 두고 보라지."
나레이션,(진행률 바를 드래그했다.)
