그로자,"메이링, 경구와 내가 함께 짠 계획서야. 한번 확인해 봐."
메이링,어디 보자... 가장 먼저 복구할 곳이 대휴게실인가요?
그로자,"응, 대휴게실은 지휘관과 모두가 가장 많이 쓰는 곳이잖아."
그로자,여길 먼저 고치면 생활하기도 편하고 다들 빨리 안정을 찾을 수 있을 것 같아서.
그로자,그리고 목록엔 지휘관 침실 재건 계획도 있어.
그로자,거긴 좀 더 섬세한 작업이 필요해서... 장기 프로젝트로 삼고 공용 구역과 동시에 진행할까 해.
메이링,"역시 그로자 대장님, 생각이 깊으시네요! 지휘관의 개인 공간은 확실히 공을 들여야 하니까요."
그로자,후후... 네가 엘모호를 위해 하는 일들에 비하면 이 정돈 아무것도 아니지.
그로자,지금 대휴게실 작업은 생각보다 엄청 빨리 진행되고 있어. 다들 알아서 청소를 돕고 있거든.
그로자,하지만 우린 전문 수리 인형이 아니잖아.
그로자,구체적인 설비 선택이나 공간 배치 같은 건 아무래도 총감독인 네가 확인해 줘야 할 것 같아.
메이링,제가 결정해도 될까요?
그로자,"응, 메이링이 각 구역을 돌아보며 다들 어떻게 생각하는지 들어봐 줘."
그로자,괜찮은 아이디어가 있으면 메이링 선에서 바로 통과시켜도 돼.
메이링,알겠어요! 바로 가볼게요.
