나레이션,(발전소 폐허. 수오미와 바틸다는 건물 출입구 앞에서 망을 보면서 수집한 물자를 지켰다.)
수오미,......
바틸다,......
수오미,"타, 탐색대가 들어간 지 꽤 지났네요!"
바틸다,할 말 있으면 그냥 하세요. 시생물도 없고 그냥 문만 지키고 있어서 한가하니까.
수오미,"음, 그러니까, 롯타 씨가 얘기했던 친구분... 바틸다 씨도 롯타 씨와 꽤 친하시죠? 그 울핀이란 인형은 잘 아시나요?"
바틸다,"저하고도 친구였어요, 왜요?"
수오미,"앗, 아뇨, 죄송해요..."
바틸다,"뭐가 죄송한데요? 동정하는 거면 때려쳐요, 그런다고 깨어나는 것도 아니고."
수오미,울핀 씨는 분명 다시 만날 수 있을 거예요. 바틸다 씨와 롯타 씨 두 분 다 엄청 그리워하고 있으니까.
바틸다,...왜 갑자기 그런 얘기를...
수오미,"바틸다 씨가 속상해하는 모습은 보고 싶지 않아서... 아, 죄송해요! 괜한 참견이었네요..."
바틸다,"전 딱히 그런 거... 그나저나, 들어간 사람들은 왜 아직도 안 나오죠? 대체 안이 무슨 상황이길래..."
수오미,"글쎄요... 그래도 언니와 리타라 씨가 있고, 드셰브니 씨도 있으니까 괜찮을 거예요! 무슨 일 있으면 연락할게요. 퇴로만 잘 지키고 있으면 아까처럼 갇히는 일은 없을 거예요."
바틸다,하아... 울리드 씨 얘기만 나오면 말이 많아지네요.
수오미,"그, 그건... 바틸다 씨도 시생물이 없어서 한가하다고 하시니까...|어, 어라... 한가하다...?"
바틸다,왜 그러니?
수오미,지금 이렇게 한참을 밖에 있었는데도 시생물이 한 마리도 안 보여요. 아무리 아까 창고 주변의 놈들을 청소했다 해도... 이상하지 않나요?
바틸다,"뭐, 문제 있어요? 싸울 필요 없어서 좋기만 하구만. 잠깐, 갑자기 뭐예요?!"
나레이션,(수오미가 무언가 떠올린 듯 갑자기 바틸다에게 다가왔다.)
수오미,"저 검증하고 싶은 게 있어요! 바틸다 씨, 붕괴방사선 측정기 갖고 계시죠?"
바틸다,"있긴 한데... 이걸로 뭐 하려고... 잠깐, 어디 가요? 경계는요!?"
수오미,금방 갔다올게요!
