모코쉬 보위군,"으윽... 보, 보고... 4번... 근접 방어 시스템 파괴."
모코쉬 보위군,소대... 응답 없음... 으흑...
나레이션,"（자욱한 화약 연기가 뒤덮인 잿더미 위, 한 명의 모코쉬 보위군 병사가 간신히 엄폐물 잔해에 몸을 기대고 있었다. 피가 끊임없이 솟구치는 목을 한 손으로 필사적으로 틀어막고, 다른 한 손으론 바들바들 떨며 통신 단말기를 두드렸다. 거칠고 끊어질 듯한 숨소리만이 적막한 진지 위에 유난히 거슬리게 울려 퍼졌다.）"
모코쉬 보위군,지휘 센터... 내 말 들리면 응답하라... 윽...
나레이션,（통신기 너머로 들려오는 무심한 통화 연결음은 마치 사형 선고의 카운트다운 같았다. 보위군 병사는 고개를 젖힌 채 절망에 빠져 긴 한숨을 내쉬었다.）
모코쉬 보위군,통신이 교란됐어... 보아하니 구조는 물 건너갔군...
모코쉬 보위군,분명 약속했는데... 이 전투 끝나면 파라다지아에 새로 나온 토마토 스무디 먹으러 가자고.
모코쉬 보위군,결국... 나 혼자 남았잖아...
나레이션,"（과다 출혈로 인한 극심한 오한이 온몸을 휘감았고, 병사의 시야는 점차 핏빛과 어둠 속으로 먹혀들어 갔다. 상처를 꽉 누르고 있던 그의 손가락에서 힘이 빠지며 천천히 미끄러져 내렸다.）"
나레이션,"（하지만 생사가 오가는 그 찰나의 순간, 가녀려 보이지만 비정상적으로 힘이 센 손 하나가 그의 손목을 콱 움켜쥐더니 다시 상처 부위를 꾹 눌러 지혈했다.）"
플로렌스,"음음, 목 상처를 빨리 눌러서 지혈을 잘했네. 예전에 받았던 전장 응급처치 훈련 꽤 잘 써먹었어."
플로렌스,"자, 어디 한번 볼까..."
모코쉬 보위군,당신은... 그 지휘관님의 의료...
플로렌스,"쉿, 말하지 마. 체력 아껴야지... 나중에 병상에 편안하게 누워서 실컷 수다 떨 시간 많을 테니까."
플로렌스,"계속 누르고 있어, 금방 붕대 감아줄게."
나레이션,（플로렌의 눈동자가 몇 번 깜빡이더니 시각 모듈을 통해 부상자의 상태를 재빨리 파악했다. 눈 깜짝할 새 그녀는 부상자의 응급 처치를 끝마쳤다.）
플로렌스,"1팀, 이 부상자부터 빨리 후송해."
플로렌스,"폐허 밑에 아직 숨이 붙어 있는 병사들이 몇 명 더 있어... 들것이랑 거즈 듬뿍 가져와, 빨리빨리 움직여!"
모코쉬 보위군,네... 저 사람들이... 아직 살아있었다니...
플로렌스,아까 말하지 않았어? 나중에 수다 떨 시간 많을 거라고. 얼른 데려가.
나레이션,"（플로렌은 군더더기 없이 응급 처치를 마친 병사를 뒤따라온 인류 위생병에게 넘기곤, 날렵한 표범처럼 뒤돌아 폐허 속을 누비기 시작했다.）"
나레이션,"（얼마 지나지 않아 피투성이가 된 중상자 보위군 한 명을 발견했다. 플로렌의 시각 모듈에 달린 생체 신호 모니터링 시스템이 부상자의 몸을 훑고 지나가자, 마인드맵 속에 완벽한 응급 구조 계획이 쫙 그려졌다.）"
플로렌스,"금속 파편이 오른쪽 턱에 박혔네... 턱뼈는 산산조각 났고, 찢긴 상처가 심해서 피가 콸콸 쏟아지고 있어."
플로렌스,왼쪽 팔뚝은 뼈가 다 드러난 개방성 골절에다 가슴이랑 배 쪽엔 깊숙이 찔리진 않았어도 상처가 잔뜩 났군. 그리고 왼쪽 허벅지엔 관통상까지...
플로렌스,허벅지 뚫린 덴 당장 UL-AP 의료용 겔이랑 거즈 섞어서 상처 깊숙이 찔러 넣고 지혈해! 목이랑 가슴 상처는 내가 처리할게.
플로렌스,들것 가져와! 지하 벙커에 긴급 수술 준비하라고 전하고!
나레이션,"（아직 화약 연기가 채 가시지 않은 10분 동안, 폐허 위를 누비는 하얀 실루엣은 유난히도 눈에 띄었다.）"
나레이션,（플로렌은 광기에 가까운 엄청난 효율로 4번 근접 방어 시스템의 생존자 전원을 저승 문턱에서 억지로 끄집어냈다.）
플로렌스,4번 근접 방어 시스템 생존자는 총 6명. 부상자들 초기 처치 기록은 너희한테 동기화해 뒀으니까 나머지 상처 소독이랑 꿰매는 건 저 아래 의사 양반들한테 맡겨.
모코쉬 위생병,알았어.
플로렌스,이 마지막 부상자도 마저 싣고 가. 엄호해 줄 사람 붙여놨어.
플로렌스,나중에 내가 남긴 표시 따라가서 응급 처치 끝낸 부상자들 모코쉬로 옮기기나 해.
플로렌스,"꼬마 샤이엔, 들었지?"
샤이엔,퇴각 경로는 뚫어놨습니다. 제가 엄호하죠.
샤이엔,하지만 당신은 의료팀이랑 같이 대피 안 합니까?
플로렌스,아까 6번 근접 방어 시스템이 자폭 드론 떼한테 탈탈 털려서 연락이 뚝 끊겼거든.
플로렌스,거기다 공용 주파수로 살려달라는 구조 신호가 희미하게 잡힌 소대가 세 팀이나 있어서 내가 먼저 달려가서 '응급 진료' 좀 봐줘야 해.
샤이엔,그치만 혼자서...
샤이엔,게다가 6번 근접 방어 시스템은 최전방 방어선 끄트머리에 있어서 거기까진 제가 제대로 엄호해 드릴 수 없습니다.
플로렌스,"어머나~ 우리 꼬마 샤이엔, 나 걱정해 주는 거야~?"
플로렌스,"걱정 마, 난 칼날 위에서 춤추는 듯한 이런 짜릿한 경험을 제일 좋아하거든."
플로렌스,"꼬마 클루카이, 내가 가는 길에 연막탄 좀 시원하게 깔아줄래?"
클루카이,그딴 구역질 나는 호칭으로 부르지 마.
클루카이,30초 뒤에 연막탄 쏠게. 조휘 일행도 엄호해 줄 거야.
클루카이,몸조심해. 넌 지휘관이 직접 임명한 전방 구조 대장이니까 꼴사납게 죽진 마.
플로렌스,"하하, 하긴 그렇지~ 그래서 이번 임무는 꽤 진지하게 임할 생각이야."
플로렌스,"지휘관이 그렇게 진지하게 부탁하는 모습, 진짜 오랜만에 봤거든~"
나레이션,（……）
플로렌스,"어머 지휘관, 갑자기 날 지휘부로 단둘이 부르다니~ 설마 지휘관도 내가 새로 만든 흥분제 향초 냄새 맡고 찌릿찌릿한 자극이 필요해진 거야~?"
지휘관,"플로렌, 네가 주축이 돼서 최전방 기동 구조대를 꾸려줬으면 좋겠어."
지휘관,"이 전쟁은 이미 피할 수 없게 됐지만, 난 전력을 다해서 어떻게든 사람들의 희생을 최대한 줄이고 싶어."
플로렌스,아항~ 지휘관이 직접 부탁하는 거라면 특별히 조금 진지하게 해볼게.
플로렌스,구체적으로 내가 뭘 하면 되는데?
