이글레타,전 탐험의 가장 큰 의미가 밖으로 나가 이 흥미로운 세상을 두 눈으로 직접 볼 수 있다는 데 있다고 생각해요.
이글레타,"평범한 탐험과 달리, 전 출발하기 전에 구체적인 계획을 세우지 않거든요."
이글레타,그래서 제 상상을 초월하는 풍경들을 훨씬 많이 만날 수 있었어요.
지휘관,"음, 예를 들면?"
이글레타,예전에 그린존에 있는 한 복원 중인 보호구역으로 탐험을 갔을 때였어요. 산을 오르던 중에 갑자기 날이 어두워지더니 폭우가 쏟아지더라고요.
이글레타,"인형에 방수 코팅이 되어 있긴 해도, 그 정도의 폭우 속에 너무 오래 노출되면 안 되거든요."
이글레타,"그래서 소체가 망가지는 걸 막기 위해 비를 피할 동굴을 하나 찾았죠. 물기를 닦고 있는데, 동굴 깊은 곳에서 갑자기 바스락거리는 소리가 들렸어요."
지휘관,"잠깐, 이 전개… 설마 그러고 나서 가시곰이랑 마주친 거야?"
이글레타,"저도 처음엔 그렇게 생각해서, 권총과 손전등을 들고 동굴 안으로 들어갔죠…"
이글레타,"소리가 나는 곳에 다가갈수록, 어느새 비도 잦아들었어요."
이글레타,"그리고 그것들을 본 순간… 제 뒤의 구름이 서서히 걷히며, 따스한 햇살이 동굴 안을 비추었죠."
이글레타,"나비였어요. 지휘관님, 저는 수없이 많은 형형색색의 나비 떼를 보았어요."
이글레타,"원래 나비는 책이나 영화에서만 봤지, 현실에서 마주칠 거라곤 상상도 못 했거든요."
이글레타,바람이 불자 나비들은 나풀나풀 춤을 추며 제 곁을 지나 자유를 향해 날아갔어요.
이글레타,"나비가 날아가는 동안 햇살과 자연을 온몸으로 느끼며 두 팔을 벌려 그 아이들을 껴안았는데… 다시 눈을 떴을 땐, 모든 게 씻은 듯 사라져 있었어요."
이글레타,마치… 모든 게 그저 한바탕 꿈이었던 것처럼 말이죠.
지휘관,듣기만 해도… 정말 아름답네.
이글레타,"네. 예전에 비슷한 장면이 나오는 영화에 출연한 적이 있었는데, 그린스크린 앞에서는 도저히 자연을 갈망하는 그 느낌을 연기할 수가 없었거든요."
이글레타,"하지만 이번 일을 겪고 나니, 대본 속 그 캐릭터가 왜 그때 미소를 지었는지 완전히 이해할 수 있게 되었어요."
지휘관,분명 평생 잊지 못할 경험이었겠구나.
이글레타,"너무나도 잊을 수 없어서, 지휘관님도 모시고 가서 함께 경험하게 해드리고 싶을 정도였어요."
이글레타,3차 세계대전 이전의 풍경이 그렇게 아름다웠을 줄이야… 그런 풍경을 더 많이 볼 수 있으면 좋겠네.
지휘관,"그린존이 계속 복구된다면 언젠가는 옛 풍경을 되찾을 수 있겠지. 하지만, 부흥의 길은 아직 멀고도 험할 거야."
이글레타,전쟁이라니… 정말 끔찍하게 싫어요.
