나레이션,<color=#E0CF9D>입안의 놀라움이 순식간에 잠든 미뢰를 깨운다.</color>
지휘관,한 입 한 입이 전부 행복의 맛이야.
마키아토,"저기... 우리, 대화 안 한 지 오래되지 않았어?"
지휘관,"최근에 개봉한 영화가 평이 좋던데, 볼까?"
마키아토,"같이, 말이야...? 괜찮을지도... 크흠! 그러니까, 무슨 영환데?"
지휘관,네가 골라 봐.
마키아토,"어? 어어... 으음... 그럼... 이거, 같이 보자... 로맨스 영화..."
지휘관,마키아토는 동물 좋아해?
마키아토,동물? 그냥저냥. 복슬복슬한 게 좋아.
마키아토,하지만 대형견 같은 건 좀 무리. 갑자기 달려들어서 덮치는 녀석들 있잖아... 얌전하면 괜찮지만.
마키아토,"새도 힘드려나, 전에 임무 나갔을 때 엄청 쪼였어서... 이거 너한테만 말하는 거니까, 남한테 말하면 가만 안 둬...!"
지휘관,휴일이 생기면 마키아토는 뭐하고 싶어?
마키아토,"글쎄... 혼자서라면, 대충 아무데나 돌아다니다 조용한 카페에서 커피랑 디저트를 먹을지도."
지휘관,나랑 함께라면?
마키아토,"지휘관이랑 함께라며언... 자, 잠깐! 왜 갑자기 그런 걸 물어봐?! 지지, 지휘관이랑 함께라면... 그러면... 안 돼, 천천히 생각을 해봐야..."
지휘관,마키아토가 예전이랑 달라진 것 같아. 조금... 둥글어졌다고나 할까?
마키아토,항상 날 선 채로 있을 수도 없는 노릇이잖아.
마키아토,"그리고, 좋은 동료들을 만났으니까. 스프링필드랑 센타우레이시... 샤크리도, 뭐어, 넣어 줄 수 있고..."
마키아토,"아앗! 이거 걔들한테 절대 말하면 안 돼, 알았어!?"
지휘관,마키아토는 단걸 엄청 좋아하는 것 같네.
마키아토,"당연히 좋아하지. 단걸 먹을 땐 기분이 되게 편해지고, 그리고..."
지휘관,그리고?
마키아토,그리고... 비주얼이 꽤 귀엽다든가... 하니까.
지휘관,마키아토는 지금 하는 일이 좋아?
마키아토,"지금 하는 일이라니... 뭐, 히트맨 일 말이야?"
마키아토,"굳이 말하자면, 좋다 싫다가 아니라, 그냥 돈을 벌어서 선택의 여지를 넓히고 싶을 뿐이야."
마키아토,"선택지가 있다면야 당연히 널 위한 일을 하고 싶지... 그, 그냥 여기서 일하는 게 더 의미있단 뜻이야! 딱히 네 곁에 있고 싶다는 게 아니라!"
나레이션,<color=#E0CF9D>코끝을 스치는 향기가 온몸의 피로를 금세 씻어낸다.</color>
나레이션,<color=#E0CF9D>혀끝에서 맛이 피어나고 행복한 온기가 온몸을 감싼다.</color>
