경구,"9시 정각, 시간을 잘 지키는군.|안녕하시오, 소인은 상강 소대의 대장, 경구라 하오."
나레이션,(상강 소대 응접실에서 경구가 AK-Alfa에게 먼저 손을 내밀었다.)
나레이션,"(AK-Alfa는 예의 바르게 대답한 뒤, 손가락 끝을 경구의 손에 대고 가볍게 한두 번 흔든 뒤 얼른 거두었다.)"
AK-Alfa,AK-Alfa입니다. 최선을 다해 이번 임무에 협조하겠습니다.
경구,이렇게 만나게 되어 반갑소. 이쪽은 치타라고 하오.
AK-Alfa,"안녕, 치타."
나레이션,(치타도 손을 내밀었다. 다만 다섯 손가락을 뭉친 주먹이었다.)
나레이션,(AK-Alfa는 방금처럼 치타와도 잠시 손을 대었다 떼려고 했다.)
나레이션,"(치타가 갑자기 손바닥을 펼치자, 그녀의 손바닥에서 작은 선물 상자가 열렸다. 선물 상자에서 리본 몇 가닥이 날아가며 치타의 녹음이 켜졌다.)"
치타 녹음,지옥의 소대에 온 걸~ 환영한드아~
AK-Alfa,......
치타,어? 내 환영 인사 마음에 안 들어~? 이거 되게 오래 준비한 건데~!
경구,"...치타, 이런 짓 하지 말라고 했잖소."
치타,뭐 어때? 알파도 별로 안 싫어하는 것 같은데?
경구,송구하오. 치타는 이런 작은 발명품 만드는 게 취미라.|작전 능력은 믿을 만하니 걱정 마시오. 혹여 불편했다면... 진심으로 미안하오.
AK-Alfa,"괜찮아요, 불편한 게 아니라... 이런 환영 인사는 처음이라서요.|고마워, 치타."
치타,"봐봐~, 새 친구가 좋아해줄 줄 알았다구~"
경구,다음부턴 이러지 마시오.
경구,"어쨌든 알파, 자세히 자기소개를 좀 부탁드리오. 귀공에 대해 더 많이 알고 싶으니."
경구,소대 상황은 헬리안에게 들었을 거라 생각하오. 린드가 수복 중인 건 알고 있소?
AK-Alfa,"네, 어젯밤 헬리안이 대략적인 상황을 말해줬어요.|저는... 그리폰이 해체되고 재편되기 전에는... 그리즐리 소대에 속해 있었어요. 그리폰이 재편된 후 다른 대원들은 배치를 수용하고 그린존에 갔고, 저만 남았어요."
